Seq,Year,DateOfCollection,Julian,DayNo,Longitude,Sample_ID,Population_Code,Family,Replicate,Region,Latitude,Longitude,Elev_m,SeedArea,SeedWidth_mm,Seed_length_mm,SeedShapeIndex,Dispersal_length_mm,Dispersal_and_seed_mm,MAT,MWMT,MCMT,TD,MAP,MSP,AHM,SHM,DD<0,DD>5,DD<18,DD>18,NFFD,bFFP,sqrtSeedArea,sqrtSeedWidth_mm,sqrtSeed_length_mm,sqrtDispersal_length_mm,sqrtDispersal_and_seed_mm,sqrtSeedShapeIndex,Weight_Tot,Weight_S,Weight_D,,,,,,,,,,,,,,
675,2002,5/24/2002,2452419,143,-76.08286111,WNY-CB1-1,WNY-CB1,1,,Alvar,44.09763889,-76.08286111,116,0.869,0.479,2.113,4.411273486,40.144,42.257,8.2,22.4,-5.1,27.5,960,398,18.9,56.1,564,2364,3954,386,177,129,0.932201695,0.692098259,1.45361618,6.335929293,6.500538439,2.100303189,0.0036,0.0008,0.0028,,,,,,,,,,,,,,
676,2002,7/28/2002,2452484,208,-115.3636667,AB-CAN2-3,AB-CAN2,3,,Prairie,51.1015,-115.3636667,1311,0.48,0.335,1.228,3.665671642,10.024,11.252,0.3,13.4,-10,23.4,340,267,30.3,50.3,1428,739,6439,8,105,188,0.692820323,0.578791845,1.108151614,3.166070119,3.354400095,1.914594381,0.0022,0.0008,0.0014,,,,,,,,,,,,,,
677,2002,7/28/2002,2452484,208,-115.3636667,AB-CAN2-3,AB-CAN2,3,,Prairie,51.1015,-115.3636667,1311,0.992,0.437,2.282,5.221967963,13.884,16.166,0.3,13.4,-10,23.4,340,267,30.3,50.3,1428,739,6439,8,105,188,0.995991968,0.661059755,1.510629008,3.726123991,4.020696457,2.285162568,0.0022,0.0008,0.0014,,,,,,,,,,,,,,
678,2002,7/28/2002,2452484,208,-115.3636667,AB-CAN2-3,AB-CAN2,3,,Prairie,51.1015,-115.3636667,1311,1.02,0.71,1.879,2.646478873,11.184,13.063,0.3,13.4,-10,23.4,340,267,30.3,50.3,1428,739,6439,8,105,188,1.009950494,0.842614977,1.370766209,3.344248795,3.614277244,1.626800195,0.0022,0.0008,0.0014,,,,,,,,,,,,,,
679,2002,7/28/2002,2452484,208,-115.3636667,AB-CAN2-3,AB-CAN2,3,,Prairie,51.1015,-115.3636667,1311,0.82,0.515,1.787,3.469902913,15.293,17.08,0.3,13.4,-10,23.4,340,267,30.3,50.3,1428,739,6439,8,105,188,0.905538514,0.717635005,1.336787193,3.910626548,4.132795664,1.862767541,0.0022,0.0008,0.0014,,,,,,,,,,,,,,
680,2002,7/28/2002,2452484,208,-115.3636667,AB-CAN2-3,AB-CAN2,3,,Prairie,51.1015,-115.3636667,1311,0.359,0.28,1.703,6.082142857,7.308,9.011,0.3,13.4,-10,23.4,340,267,30.3,50.3,1428,739,6439,8,105,188,0.599166087,0.529150262,1.304990421,2.703331278,3.001832773,2.466200085,0.0022,0.0008,0.0014,,,,,,,,,,,,,,
681,2002,7/23/2002,2452479,203,-99.89630556,MB-RMNP3-3,MB-RMNP3,3,,Prairie,50.67575,-99.89630556,653,0.726,0.551,1.407,2.55353902,12.972,14.379,-0.7,16.8,-15.8,32.6,517,354,18,47.5,2063,1064,6821,35,121,177,0.852056336,0.742293742,1.186170308,3.601666281,3.79196519,1.597979668,0.0022,0.0008,0.0014,,,,,,,,,,,,,,
682,2002,7/23/2002,2452479,203,-99.89630556,MB-RMNP3-3,MB-RMNP3,3,,Prairie,50.67575,-99.89630556,653,0.466,0.443,1.278,2.884875847,14.607,15.885,-0.7,16.8,-15.8,32.6,517,354,18,47.5,2063,1064,6821,35,121,177,0.682641927,0.665582452,1.130486621,3.821910517,3.985599077,1.698492228,0.0022,0.0008,0.0014,,,,,,,,,,,,,,
683,2002,7/23/2002,2452479,203,-99.89630556,MB-RMNP3-3,MB-RMNP3,3,,Prairie,50.67575,-99.89630556,653,0.957,0.52,1.102,2.119230769,14.075,15.177,-0.7,16.8,-15.8,32.6,517,354,18,47.5,2063,1064,6821,35,121,177,0.978263768,0.721110255,1.049761878,3.751666296,3.895766933,1.455757799,0.0022,0.0008,0.0014,,,,,,,,,,,,,,
684,2002,7/23/2002,2452479,203,-99.89630556,MB-RMNP3-3,MB-RMNP3,3,,Prairie,50.67575,-99.89630556,653,0.793,0.745,1.476,1.981208054,12.492,13.968,-0.7,16.8,-15.8,32.6,517,354,18,47.5,2063,1064,6821,35,121,177,0.890505474,0.863133825,1.214907404,3.534402354,3.737378761,1.407553926,0.0022,0.0008,0.0014,,,,,,,,,,,,,,
685,2002,7/23/2002,2452479,203,-99.89630556,MB-RMNP3-3,MB-RMNP3,3,,Prairie,50.67575,-99.89630556,653,0.956,0.479,1.542,3.219206681,13.054,14.596,-0.7,16.8,-15.8,32.6,517,354,18,47.5,2063,1064,6821,35,121,177,0.977752525,0.692098259,1.241772926,3.613031968,3.820471175,1.794214781,0.0022,0.0008,0.0014,,,,,,,,,,,,,,
686,2002,6/1/2002,2452427,151,-76.71061111,NAP-ASS3-1,NAP-ASS3,1,,Alvar,44.26144444,-76.71061111,124,1.874,0.733,2.967,4.047748977,41.434,44.401,5.9,19.3,-7.9,27.2,822,489,19.4,39.5,802,1887,4541,168,169,140,1.368941197,0.856154192,1.722498186,6.436924732,6.663407537,2.011901831,0.0034,0.0007,0.0027,,,,,,,,,,,,,,
687,2002,6/1/2002,2452427,151,-76.71061111,NAP-ASS3-1,NAP-ASS3,1,,Alvar,44.26144444,-76.71061111,124,1.982,0.592,3.122,5.273648649,39.289,42.411,5.9,19.3,-7.9,27.2,822,489,19.4,39.5,802,1887,4541,168,169,140,1.407835218,0.769415362,1.766918221,6.268093809,6.512372839,2.296442607,0.0034,0.0007,0.0027,,,,,,,,,,,,,,
688,2002,6/1/2002,2452427,151,-76.71061111,NAP-ASS3-1,NAP-ASS3,1,,Alvar,44.26144444,-76.71061111,124,0.865,0.439,2.236,5.093394077,33.606,35.842,5.9,19.3,-7.9,27.2,822,489,19.4,39.5,802,1887,4541,168,169,140,0.930053762,0.662570751,1.495326051,5.797068225,5.986818855,2.256854908,0.0034,0.0007,0.0027,,,,,,,,,,,,,,
689,2002,6/1/2002,2452427,151,-76.71061111,NAP-ASS3-1,NAP-ASS3,1,,Alvar,44.26144444,-76.71061111,124,1.371,0.576,1.977,3.432291667,24.728,26.705,5.9,19.3,-7.9,27.2,822,489,19.4,39.5,802,1887,4541,168,169,140,1.170897092,0.758946638,1.40605832,4.972725611,5.167688071,1.852644506,0.0034,0.0007,0.0027,,,,,,,,,,,,,,
690,2002,6/1/2002,2452427,151,-76.71061111,NAP-ASS3-1,NAP-ASS3,1,,Alvar,44.26144444,-76.71061111,124,0.828,0.599,2.304,3.846410684,37.972,40.276,5.9,19.3,-7.9,27.2,822,489,19.4,39.5,802,1887,4541,168,169,140,0.909945053,0.773950903,1.517893277,6.162142485,6.346337526,1.961226831,0.0034,0.0007,0.0027,,,,,,,,,,,,,,
691,2002,7/23/2002,2452479,203,-99.89630556,MB-RMNP3-1,MB-RMNP3,1,,Prairie,50.67575,-99.89630556,653,0.905,0.627,1.855,2.958532695,13.87,15.725,-0.7,16.8,-15.8,32.6,517,354,18,47.5,2063,1064,6821,35,121,177,0.95131488,0.791833316,1.361983847,3.72424489,3.965476012,1.720038574,0.002,0.0007,0.0013,,,,,,,,,,,,,,
692,2002,7/23/2002,2452479,203,-99.89630556,MB-RMNP3-1,MB-RMNP3,1,,Prairie,50.67575,-99.89630556,653,0.963,0.443,2.101,4.742663657,15.011,17.112,-0.7,16.8,-15.8,32.6,517,354,18,47.5,2063,1064,6821,35,121,177,0.981325634,0.665582452,1.449482666,3.87440318,4.136665324,2.177765749,0.002,0.0007,0.0013,,,,,,,,,,,,,,
693,2002,7/23/2002,2452479,203,-99.89630556,MB-RMNP3-1,MB-RMNP3,1,,Prairie,50.67575,-99.89630556,653,0.791,0.423,1.757,4.153664303,13.796,15.553,-0.7,16.8,-15.8,32.6,517,354,18,47.5,2063,1064,6821,35,121,177,0.889381808,0.650384502,1.325518766,3.714296703,3.9437292,2.038054048,0.002,0.0007,0.0013,,,,,,,,,,,,,,
694,2002,7/23/2002,2452479,203,-99.89630556,MB-RMNP3-1,MB-RMNP3,1,,Prairie,50.67575,-99.89630556,653,0.934,0.368,1.86,5.054347826,15.674,17.534,-0.7,16.8,-15.8,32.6,517,354,18,47.5,2063,1064,6821,35,121,177,0.966436754,0.606630036,1.36381817,3.959040288,4.187361938,2.248187676,0.002,0.0007,0.0013,,,,,,,,,,,,,,
695,2002,7/23/2002,2452479,203,-99.89630556,MB-RMNP3-1,MB-RMNP3,1,,Prairie,50.67575,-99.89630556,653,1.27,0.556,2.128,3.827338129,22.172,24.3,-0.7,16.8,-15.8,32.6,517,354,18,47.5,2063,1064,6821,35,121,177,1.126942767,0.745654075,1.458766602,4.708715324,4.929503018,1.956358385,0.002,0.0007,0.0013,,,,,,,,,,,,,,
696,2002,7/23/2002,2452479,203,-99.89630556,MB-RMNP3-4,MB-RMNP3,4,,Prairie,50.67575,-99.89630556,653,0.668,0.518,2.004,3.868725869,13.421,15.425,-0.7,16.8,-15.8,32.6,517,354,18,47.5,2063,1064,6821,35,121,177,0.81731267,0.719722169,1.41562707,3.663468302,3.927467377,1.966907692,0.0017,0.0007,0.001,,,,,,,,,,,,,,
697,2002,7/23/2002,2452479,203,-99.89630556,MB-RMNP3-4,MB-RMNP3,4,,Prairie,50.67575,-99.89630556,653,0.84,0.543,1.841,3.390423573,12.823,14.664,-0.7,16.8,-15.8,32.6,517,354,18,47.5,2063,1064,6821,35,121,177,0.916515139,0.736885337,1.356834551,3.580921669,3.82936026,1.841310287,0.0017,0.0007,0.001,,,,,,,,,,,,,,
698,2002,7/23/2002,2452479,203,-99.89630556,MB-RMNP3-4,MB-RMNP3,4,,Prairie,50.67575,-99.89630556,653,0.325,0.301,2.292,7.61461794,16.431,18.723,-0.7,16.8,-15.8,32.6,517,354,18,47.5,2063,1064,6821,35,121,177,0.570087713,0.548634669,1.513935269,4.053516991,4.327008204,2.759459719,0.0017,0.0007,0.001,,,,,,,,,,,,,,
699,2002,7/23/2002,2452479,203,-99.89630556,MB-RMNP3-4,MB-RMNP3,4,,Prairie,50.67575,-99.89630556,653,0.715,0.496,2.297,4.631048387,16.045,18.342,-0.7,16.8,-15.8,32.6,517,354,18,47.5,2063,1064,6821,35,121,177,0.845576726,0.704272674,1.515585695,4.00562105,4.282756122,2.151987079,0.0017,0.0007,0.001,,,,,,,,,,,,,,
700,2002,7/23/2002,2452479,203,-99.89630556,MB-RMNP3-4,MB-RMNP3,4,,Prairie,50.67575,-99.89630556,653,0.644,0.526,2.092,3.977186312,18.604,20.696,-0.7,16.8,-15.8,32.6,517,354,18,47.5,2063,1064,6821,35,121,177,0.802496106,0.725258575,1.446374779,4.313235445,4.549285658,1.994288422,0.0017,0.0007,0.001,,,,,,,,,,,,,,
701,2002,6/4/2002,2452430,154,-79.03336111,CAR-5C1-2,CAR-5C1,2,,Alvar,44.68427778,-79.03336111,275,1.116,0.612,2.024,3.307189542,32.288,34.312,4.1,19,-8.9,27.8,919,417,15.4,45.5,1101,1631,5148,116,149,141,1.056409012,0.782304289,1.42267354,5.682253074,5.857644578,1.818567992,0.0023,0.0005,0.0018,,,,,,,,,,,,,,
702,2002,6/4/2002,2452430,154,-79.03336111,CAR-5C1-2,CAR-5C1,2,,Alvar,44.68427778,-79.03336111,275,1.588,0.839,2.545,3.033373063,39.389,41.934,4.1,19,-8.9,27.8,919,417,15.4,45.5,1101,1631,5148,116,149,141,1.26015872,0.915969432,1.595305613,6.276065647,6.475646686,1.741658136,0.0023,0.0005,0.0018,,,,,,,,,,,,,,
703,2002,6/4/2002,2452430,154,-79.03336111,CAR-5C1-2,CAR-5C1,2,,Alvar,44.68427778,-79.03336111,275,1.267,0.776,2.478,3.193298969,34.406,36.884,4.1,19,-8.9,27.8,919,417,15.4,45.5,1101,1631,5148,116,149,141,1.125610945,0.880908622,1.574166446,5.865662793,6.073219904,1.786980405,0.0023,0.0005,0.0018,,,,,,,,,,,,,,
704,2002,6/4/2002,2452430,154,-79.03336111,CAR-5C1-2,CAR-5C1,2,,Alvar,44.68427778,-79.03336111,275,1.827,0.7,2.422,3.46,37.304,39.726,4.1,19,-8.9,27.8,919,417,15.4,45.5,1101,1631,5148,116,149,141,1.351665639,0.836660027,1.55627761,6.107700058,6.302856495,1.860107524,0.0023,0.0005,0.0018,,,,,,,,,,,,,,
705,2002,6/4/2002,2452430,154,-79.03336111,CAR-5C1-2,CAR-5C1,2,,Alvar,44.68427778,-79.03336111,275,1.087,0.685,2.214,3.232116788,33.994,36.208,4.1,19,-8.9,27.8,919,417,15.4,45.5,1101,1631,5148,116,149,141,1.042592922,0.827647268,1.487951612,5.830437376,6.017308368,1.797808885,0.0023,0.0005,0.0018,,,,,,,,,,,,,,
706,2002,7/23/2002,2452479,203,-99.89630556,MB-RMNP3-5,MB-RMNP3,5,,Prairie,50.67575,-99.89630556,653,0.451,0.558,1.804,3.23297491,11.291,13.095,-0.7,16.8,-15.8,32.6,517,354,18,47.5,2063,1064,6821,35,121,177,0.671565336,0.746993976,1.343130671,3.360208327,3.618701425,1.798047527,0.0014,0.0005,0.0009,,,,,,,,,,,,,,
707,2002,7/23/2002,2452479,203,-99.89630556,MB-RMNP3-5,MB-RMNP3,5,,Prairie,50.67575,-99.89630556,653,0.735,0.622,1.294,2.080385852,11.395,12.689,-0.7,16.8,-15.8,32.6,517,354,18,47.5,2063,1064,6821,35,121,177,0.85732141,0.788669766,1.137541208,3.375648086,3.562162265,1.442354274,0.0014,0.0005,0.0009,,,,,,,,,,,,,,
708,2002,7/23/2002,2452479,203,-99.89630556,MB-RMNP3-5,MB-RMNP3,5,,Prairie,50.67575,-99.89630556,653,0.972,0.487,1.159,2.379876797,10.512,11.671,-0.7,16.8,-15.8,32.6,517,354,18,47.5,2063,1064,6821,35,121,177,0.985900604,0.697853853,1.076568623,3.242221461,3.416284531,1.542684931,0.0014,0.0005,0.0009,,,,,,,,,,,,,,
709,2002,7/23/2002,2452479,203,-99.89630556,MB-RMNP3-5,MB-RMNP3,5,,Prairie,50.67575,-99.89630556,653,0.633,0.63,1.445,2.293650794,10.461,11.906,-0.7,16.8,-15.8,32.6,517,354,18,47.5,2063,1064,6821,35,121,177,0.795612971,0.793725393,1.202081528,3.23434692,3.450507209,1.514480371,0.0014,0.0005,0.0009,,,,,,,,,,,,,,
710,2002,7/23/2002,2452479,203,-99.89630556,MB-RMNP3-5,MB-RMNP3,5,,Prairie,50.67575,-99.89630556,653,0.806,0.555,1.369,2.466666667,10.438,11.807,-0.7,16.8,-15.8,32.6,517,354,18,47.5,2063,1064,6821,35,121,177,0.897775027,0.744983221,1.170042734,3.230789377,3.436131546,1.570562532,0.0014,0.0005,0.0009,,,,,,,,,,,,,,
711,2002,6/24/2002,2452450,174,-82.58230556,MAN-FOX1-3,MAN-FOX1,3,,Alvar,45.89666667,-82.57738889,176,1.207,0.448,2.256,5.035714286,23.547,25.803,4.2,18.9,-4.4,23.3,857,398,16.6,47.4,937,1505,5112,98,114,143,1.098635517,0.669328021,1.501998668,4.852525116,5.079665343,2.244039725,0.002,0.0004,0.0016,,,,,,,,,,,,,,
712,2002,6/24/2002,2452450,174,-82.58230556,MAN-FOX1-3,MAN-FOX1,3,,Alvar,45.89666667,-82.57738889,176,1.093,0.428,2.569,6.002336449,28.476,31.045,4.2,18.9,-4.4,23.3,857,398,16.6,47.4,937,1505,5112,98,114,143,1.045466403,0.654217089,1.602810032,5.336290847,5.571804017,2.449966622,0.002,0.0004,0.0016,,,,,,,,,,,,,,
713,2002,6/24/2002,2452450,174,-82.58230556,MAN-FOX1-3,MAN-FOX1,3,,Alvar,45.89666667,-82.57738889,176,0.792,0.458,2.475,5.403930131,14.253,16.728,4.2,18.9,-4.4,23.3,857,398,16.6,47.4,937,1505,5112,98,114,143,0.889943818,0.676756973,1.573213272,3.775314556,4.089987775,2.324635483,0.002,0.0004,0.0016,,,,,,,,,,,,,,
714,2002,6/24/2002,2452450,174,-82.58230556,MAN-FOX1-3,MAN-FOX1,3,,Alvar,45.89666667,-82.57738889,176,1.062,0.375,2.816,7.509333333,17.235,20.051,4.2,18.9,-4.4,23.3,857,398,16.6,47.4,937,1505,5112,98,114,143,1.030533842,0.612372436,1.678094157,4.151505751,4.477834298,2.740316283,0.002,0.0004,0.0016,,,,,,,,,,,,,,
715,2002,6/24/2002,2452450,174,-82.58230556,MAN-FOX1-3,MAN-FOX1,3,,Alvar,45.89666667,-82.57738889,176,1.066,0.5,2.604,5.208,28.075,30.679,4.2,18.9,-4.4,23.3,857,398,16.6,47.4,937,1505,5112,98,114,143,1.03247276,0.707106781,1.61369142,5.298584717,5.538862699,2.282104292,0.002,0.0004,0.0016,,,,,,,,,,,,,,
716,2003,6/9/2003,2452800,159,-106.3026111,SK-MORT2-2,SK-MORT2,2,,Prairie,50.27197222,-106.3026111,719,2.604,1.146,2.941,2.566317627,32.062,35.003,3.5,20.5,-11.2,31.6,340,206,39.8,99.3,1440,1768,5394,176,175,125,1.61369142,1.070513895,1.714934401,5.662331675,5.916333324,1.601973042,0.0071,0.0039,0.0032,,,,,,,,,,,,,,
717,2003,6/9/2003,2452800,159,-106.3026111,SK-MORT2-2,SK-MORT2,2,,Prairie,50.27197222,-106.3026111,719,2.389,1.07,2.937,2.744859813,29.737,32.674,3.5,20.5,-11.2,31.6,340,206,39.8,99.3,1440,1768,5394,176,175,125,1.545639026,1.034408043,1.713767779,5.453164219,5.716117564,1.656761846,0.0071,0.0039,0.0032,,,,,,,,,,,,,,
718,2003,6/9/2003,2452800,159,-106.3026111,SK-MORT2-2,SK-MORT2,2,,Prairie,50.27197222,-106.3026111,719,2.615,0.988,3.211,3.25,35.056,38.267,3.5,20.5,-11.2,31.6,340,206,39.8,99.3,1440,1768,5394,176,175,125,1.617096163,0.993981891,1.791926338,5.920810755,6.186032654,1.802775638,0.0071,0.0039,0.0032,,,,,,,,,,,,,,
719,2003,6/9/2003,2452800,159,-106.3026111,SK-MORT2-2,SK-MORT2,2,,Prairie,50.27197222,-106.3026111,719,2.3,0.823,3.21,3.90036452,33.23,36.44,3.5,20.5,-11.2,31.6,340,206,39.8,99.3,1440,1768,5394,176,175,125,1.516575089,0.907193474,1.791647287,5.764546817,6.036555309,1.974934055,0.0071,0.0039,0.0032,,,,,,,,,,,,,,
720,2003,6/9/2003,2452800,159,-106.3026111,SK-MORT2-2,SK-MORT2,2,,Prairie,50.27197222,-106.3026111,719,2.931,1.164,3.292,2.828178694,32.796,36.088,3.5,20.5,-11.2,31.6,340,206,39.8,99.3,1440,1768,5394,176,175,125,1.712016355,1.078888317,1.814386949,5.7267792,6.007328857,1.68171897,0.0071,0.0039,0.0032,,,,,,,,,,,,,,
721,2003,6/10/2003,2452801,160,-109.4539444,SK-CYP1-3,SK-CYP1,3,,Prairie,49.70758333,-109.4539444,1034,1.67,0.938,2.745,2.926439232,37.673,40.418,3.9,19.3,-7.2,26.4,425,215,32.8,89.7,1144,1602,5218,132,165,142,1.292284798,0.968504001,1.656804153,6.137833494,6.357515238,1.710683849,0.0073,0.0035,0.0038,,,,,,,,,,,,,,
722,2003,6/10/2003,2452801,160,-109.4539444,SK-CYP1-3,SK-CYP1,3,,Prairie,49.70758333,-109.4539444,1034,1.764,0.968,2.351,2.428719008,35.066,37.417,3.9,19.3,-7.2,26.4,425,215,32.8,89.7,1144,1602,5218,132,165,142,1.328156617,0.98386991,1.533297101,5.921655174,6.116943681,1.558434794,0.0073,0.0035,0.0038,,,,,,,,,,,,,,
723,2003,6/10/2003,2452801,160,-109.4539444,SK-CYP1-3,SK-CYP1,3,,Prairie,49.70758333,-109.4539444,1034,1.737,1.06,2.716,2.562264151,29.809,32.525,3.9,19.3,-7.2,26.4,425,215,32.8,89.7,1144,1602,5218,132,165,142,1.317952958,1.029563014,1.648029126,5.4597619,5.703069349,1.600707391,0.0073,0.0035,0.0038,,,,,,,,,,,,,,
724,2003,6/10/2003,2452801,160,-109.4539444,SK-CYP1-3,SK-CYP1,3,,Prairie,49.70758333,-109.4539444,1034,1.532,0.998,2.353,2.357715431,28.858,31.211,3.9,19.3,-7.2,26.4,425,215,32.8,89.7,1144,1602,5218,132,165,142,1.237739876,0.998999499,1.533949152,5.371964259,5.586680589,1.535485406,0.0073,0.0035,0.0038,,,,,,,,,,,,,,
725,2003,6/10/2003,2452801,160,-109.4539444,SK-CYP1-3,SK-CYP1,3,,Prairie,49.70758333,-109.4539444,1034,1.68,1.062,2.387,2.247645951,32.191,34.578,3.9,19.3,-7.2,26.4,425,215,32.8,89.7,1144,1602,5218,132,165,142,1.29614814,1.030533842,1.544991909,5.673711307,5.880306114,1.499215112,0.0073,0.0035,0.0038,,,,,,,,,,,,,,
726,2003,6/9/2003,2452800,159,-106.074,SK-MORT1-5,SK-MORT1,5,,Prairie,50.35305556,-106.074,685,2.035,0.984,3.13,3.180894309,44.722,47.852,3.5,20.5,-11.2,31.6,340,206,39.8,99.3,1440,1768,5394,176,175,125,1.426534262,0.991967741,1.769180601,6.687450934,6.917514004,1.783506184,0.0078,0.0034,0.0044,,,,,,,,,,,,,,
727,2003,6/9/2003,2452800,159,-106.074,SK-MORT1-5,SK-MORT1,5,,Prairie,50.35305556,-106.074,685,2.3,1.088,2.985,2.743566176,41.577,44.562,3.5,20.5,-11.2,31.6,340,206,39.8,99.3,1440,1768,5394,176,175,125,1.516575089,1.043072385,1.727715254,6.448022953,6.675477511,1.656371388,0.0078,0.0034,0.0044,,,,,,,,,,,,,,
728,2003,6/9/2003,2452800,159,-106.074,SK-MORT1-5,SK-MORT1,5,,Prairie,50.35305556,-106.074,685,2.508,1.016,2.902,2.856299213,42.673,45.575,3.5,20.5,-11.2,31.6,340,206,39.8,99.3,1440,1768,5394,176,175,125,1.583666632,1.007968253,1.703525756,6.532457424,6.750925862,1.690058938,0.0078,0.0034,0.0044,,,,,,,,,,,,,,
729,2003,6/9/2003,2452800,159,-106.074,SK-MORT1-5,SK-MORT1,5,,Prairie,50.35305556,-106.074,685,2.465,1.019,3.378,3.31501472,41.911,45.289,3.5,20.5,-11.2,31.6,340,206,39.8,99.3,1440,1768,5394,176,175,125,1.570031847,1.009455299,1.837933622,6.473870558,6.729710246,1.820718188,0.0078,0.0034,0.0044,,,,,,,,,,,,,,
730,2003,6/9/2003,2452800,159,-106.074,SK-MORT1-5,SK-MORT1,5,,Prairie,50.35305556,-106.074,685,2.297,0.888,3.461,3.897522523,46.659,50.12,3.5,20.5,-11.2,31.6,340,206,39.8,99.3,1440,1768,5394,176,175,125,1.515585695,0.942337519,1.860376306,6.830739345,7.079548008,1.974214407,0.0078,0.0034,0.0044,,,,,,,,,,,,,,
731,2003,5/28/2003,2452788,147,-85.72194444,MICH-MNF2-4,MICH-MNF2,4,,Prairie,43.98333333,-85.70833333,237,1.973,0.756,3.296,4.35978836,37.878,41.174,1.9,15.4,-12.9,28.3,851,413,14,37.3,1360,1130,5850,26,124,163,1.404635184,0.869482605,1.815488915,6.154510541,6.41669697,2.088010623,0.0063,0.0034,0.0029,,,,,,,,,,,,,,
732,2003,5/28/2003,2452788,147,-85.72194444,MICH-MNF2-4,MICH-MNF2,4,,Prairie,43.98333333,-85.70833333,237,1.532,0.658,2.946,4.477203647,28.026,30.972,1.9,15.4,-12.9,28.3,851,413,14,37.3,1360,1130,5850,26,124,163,1.237739876,0.811171992,1.716391564,5.293958821,5.565249321,2.115940369,0.0063,0.0034,0.0029,,,,,,,,,,,,,,
733,2003,5/28/2003,2452788,147,-85.72194444,MICH-MNF2-4,MICH-MNF2,4,,Prairie,43.98333333,-85.70833333,237,1.817,0.783,3.137,4.006385696,34.611,37.748,1.9,15.4,-12.9,28.3,851,413,14,37.3,1360,1130,5850,26,124,163,1.347961424,0.884872872,1.771157813,5.883111422,6.143940104,2.001595787,0.0063,0.0034,0.0029,,,,,,,,,,,,,,
734,2003,5/28/2003,2452788,147,-85.72194444,MICH-MNF2-4,MICH-MNF2,4,,Prairie,43.98333333,-85.70833333,237,1.246,0.435,2.985,6.862068966,34.36,37.345,1.9,15.4,-12.9,28.3,851,413,14,37.3,1360,1130,5850,26,124,163,1.116243701,0.659545298,1.727715254,5.861740356,6.111055555,2.619555108,0.0063,0.0034,0.0029,,,,,,,,,,,,,,
735,2003,5/28/2003,2452788,147,-85.72194444,MICH-MNF2-4,MICH-MNF2,4,,Prairie,43.98333333,-85.70833333,237,1.93,0.864,3.123,3.614583333,39.624,42.747,1.9,15.4,-12.9,28.3,851,413,14,37.3,1360,1130,5850,26,124,163,1.389244399,0.929516003,1.767201177,6.294759725,6.538118996,1.901205758,0.0063,0.0034,0.0029,,,,,,,,,,,,,,
736,2003,6/9/2003,2452800,159,-106.3026111,SK-MORT2-3,SK-MORT2,3,,Prairie,50.27197222,-106.3026111,719,1.606,0.933,2.367,2.536977492,27.729,30.096,3.5,20.5,-11.2,31.6,340,206,39.8,99.3,1440,1768,5394,176,175,125,1.267280553,0.965919251,1.538505769,5.265833267,5.485982136,1.592789218,0.0059,0.0034,0.0025,,,,,,,,,,,,,,
737,2003,6/9/2003,2452800,159,-106.3026111,SK-MORT2-3,SK-MORT2,3,,Prairie,50.27197222,-106.3026111,719,1.475,0.911,2.056,2.256860593,28.504,30.56,3.5,20.5,-11.2,31.6,340,206,39.8,99.3,1440,1768,5394,176,175,125,1.21449578,0.9544632,1.433875866,5.338913747,5.528109984,1.502285124,0.0059,0.0034,0.0025,,,,,,,,,,,,,,
738,2003,6/9/2003,2452800,159,-106.3026111,SK-MORT2-3,SK-MORT2,3,,Prairie,50.27197222,-106.3026111,719,1.408,1.061,2.421,2.281809614,20.298,22.719,3.5,20.5,-11.2,31.6,340,206,39.8,99.3,1440,1768,5394,176,175,125,1.186591758,1.030048543,1.555956298,4.505330177,4.766445216,1.510565991,0.0059,0.0034,0.0025,,,,,,,,,,,,,,
739,2003,6/9/2003,2452800,159,-106.3026111,SK-MORT2-3,SK-MORT2,3,,Prairie,50.27197222,-106.3026111,719,1.135,0.752,2.275,3.025265957,27.96,30.235,3.5,20.5,-11.2,31.6,340,206,39.8,99.3,1440,1768,5394,176,175,125,1.065363788,0.867179336,1.508310313,5.287721627,5.498636195,1.739329169,0.0059,0.0034,0.0025,,,,,,,,,,,,,,
740,2003,6/9/2003,2452800,159,-106.3026111,SK-MORT2-3,SK-MORT2,3,,Prairie,50.27197222,-106.3026111,719,1.457,0.592,2.2,3.716216216,22.497,24.697,3.5,20.5,-11.2,31.6,340,206,39.8,99.3,1440,1768,5394,176,175,125,1.20706255,0.769415362,1.483239697,4.743100252,4.96960763,1.927749002,0.0059,0.0034,0.0025,,,,,,,,,,,,,,
741,2003,6/5/2003,2452796,155,-96.42605556,MN-FLT1-1,MN-FLT1,1,,Prairie,47.05075,-96.42605556,317,2.013,0.742,2.583,3.481132075,65.808,68.391,3,19,-15.4,34.3,526,394,24.7,48.1,1542,1659,5540,125,162,137,1.418802312,0.861394219,1.607171428,8.112213015,8.269885126,1.865779214,0.0079,0.0033,0.0046,,,,,,,,,,,,,,
742,2003,6/5/2003,2452796,155,-96.42605556,MN-FLT1-1,MN-FLT1,1,,Prairie,47.05075,-96.42605556,317,2.857,1.123,2.813,2.504897596,66.79,69.603,3,19,-15.4,34.3,526,394,24.7,48.1,1542,1659,5540,125,162,137,1.690266251,1.059716943,1.677200048,8.172514913,8.342841243,1.582686828,0.0079,0.0033,0.0046,,,,,,,,,,,,,,
