Seq,xObs,yObs
997,0.993981891,4.956107343
998,0.879772698,4.868161871
999,1.017349497,5.026828026
1000,0.902773504,5.143345215
1001,0.834266145,3.888187238
1002,1.104536102,4.772525537
1003,1.335664629,4.61421716
1004,1.339029499,5.473572873
1005,1.085357084,5.770701864
1006,0.88656641,6.062425257
1007,0.81178815,5.004697793
1008,0.942867965,5.957768038
1009,1.001498877,6.612110102
1010,0.926822529,6.560106706
1011,0.788669766,6.140439724
1012,0.960208311,5.766194586
1013,0.946044396,5.470374759
1014,1.053565375,5.557967254
1015,1.019313494,5.872137601
1016,1.503662196,5.539945848
1017,1.202497401,5.619163639
1018,1.147606204,5.526300752
1019,1.239354671,5.168075077
1020,1.228820573,5.40120357
1021,0.997997996,5.321935738
1022,1.192895637,5.295564181
1023,0.962288938,4.886409725
1024,1.00697567,5.180830049
1025,1.450861813,6.780634189
1026,1.196244122,6.728001189
1027,1.210371844,5.804481028
1028,1.168760027,5.956928739
1029,1.104536102,6.033904209
1030,1.46013698,7.414984828
1031,1.150217371,5.235933537
1032,1.094074952,4.635946505
1033,1.086278049,4.882929449
1034,0.966436754,5.766974944
1035,0.921954446,5.399166602
1036,1.017840852,4.86507965
1037,1.102270384,4.831045436
1038,1.101816682,4.892136548
1039,1.036822068,4.360389891
1040,1.059245014,4.612483062
1041,1.501332741,5.0810432
1042,1.689674525,4.973027247
1043,1.451550895,4.932139495
1044,1.428985654,4.989288526
1045,1.603121954,4.277849927
1046,0.926822529,5.542923416
1047,0.970566845,5.217662312
1048,1.3,7.059178422
1049,1.033440855,5.339850185
1050,0.678232998,5.081928768
1051,1.049761878,4.748368141
1052,1.109954954,4.714551941
1053,1.2292274,5.113609293
1054,1.281015222,4.89366938
1055,0.955510335,4.793120069
1056,1.034891299,5.246808554
1057,1.004987562,4.641443741
1058,1.125610945,5.330103188
1059,1.050238068,5.183820985
1060,1.237335848,4.954593828
1061,1.148477253,6.181019333
1062,1.188276062,5.811626278
1063,1.351295675,6.623216741
1064,1.183215957,5.782473519
1065,1.090412766,5.847820107
1066,0.967987603,4.751736525
1067,1.342385936,6.169197679
1068,1.059245014,4.890296515
1069,1.155422001,6.602650983
1070,0.958644877,4.356604182
1071,0.931128348,6.562697616
1072,1.024695077,6.327242685
1073,0.843208159,6.103032033
1074,0.905538514,6.512142505
1075,0.874642784,6.236986452
1076,1.758976975,5.323720504
1077,1.944736486,5.688585061
1078,2.020148509,5.772261255
1079,1.620493752,5.930092748
1080,2.076535576,5.189412298
1081,1.070980859,5.038650613
1082,1.368575902,5.325410782
1083,1.448102206,6.049132169
1084,1.202913131,5.734544446
1085,0.948156105,4.383947992
1086,0.763544367,3.860569906
1087,1.059716943,4.720487263
1088,0.844393273,4.331397003
1089,1.151086443,4.198094806
1090,1.1340194,4.8384915
1091,0.905538514,5.646060574
1092,0.671565336,6.126744649
1093,1.203744159,6.712227648
1094,0.876356092,6.054172115
1095,1.1296017,7.682382443
1096,0.832466216,4.43407262
1097,0.950263121,4.406926367
1098,0.845576726,4.355571145
1099,0.798122798,4.348447999
1100,0.882609767,4.350517211
1101,1.058300524,4.581157059
1102,1.04019229,5.167784825
1103,1.185748709,4.848195541
1104,0.791833316,4.653493311
1105,0.738918128,4.123590668
1106,1.050238068,7.22710177
1107,0.989444288,6.235062149
1108,0.758287544,5.606870785
1109,0.748331477,5.818504963
1110,1.368575902,6.292217415
1111,0.669328021,5.308107007
1112,0.749666593,5.019362509
1113,0.582237065,5.364513025
1114,0.986914383,6.041026403
1115,0.635609943,4.920060975
1116,0.932201695,4.926357681
1117,1.081665383,4.469899328
1118,0.78166489,4.59118721
1119,0.918150314,4.424364361
1120,1.063014581,4.626553793
1121,1.365283853,7.188532535
1122,0.984377976,5.583636808
1123,0.960208311,4.975037688
1124,1.139736812,5.736113667
1125,1.031018914,5.561564528
1126,1.014889157,5.252999143
1127,0.94127573,4.411349
1128,1.001998004,4.923311893
1129,0.945515732,4.561907496
1130,1.14629839,4.817053041
1131,0.936482781,5.251285557
1132,1.110855526,5.019860556
1133,1.053565375,5.138871471
1134,1.063014581,5.215457794
1135,1.077032961,4.963869458
1136,1.127386358,4.561797891
1137,0.768114575,4.960544325
1138,0.654217089,4.738354145
1139,0.875214259,4.740042194
1140,0.926282894,4.924124288
1141,1.343502884,4.612808255
1142,1.264515718,4.51929198
1143,1.697056275,5.432678897
1144,1.699117418,5.8457677
1145,2.022622061,6.008493988
1146,1.083974169,4.117280656
1147,1.273184983,3.934208942
1148,1.320605922,4.488540966
1149,1.294604187,4.384176091
1150,1.298845641,4.158845994
1151,1.195826074,3.877886022
1152,0.554977477,3.926576117
1153,0.667083203,3.474766179
1154,0.667832314,3.69459064
1155,1.292671652,3.921479313
1156,1.179830496,6.085556671
1157,1.158878768,6.156297589
1158,1.066302021,5.033984505
1159,1.350185172,6.07461933
1160,1.380579588,6.157596934
1161,1,5.416456406
1162,0.96695398,5.994831107
1163,1.220655562,7.211934553
1164,1.011928851,6.314269554
1165,1.161034022,6.556370947
1166,0.995991968,4.398295124
1167,1.424780685,4.388507719
1168,0.937016542,3.928994782
1169,0.877496439,4.383377693
1170,0.690651866,3.848636122
1171,0.904433524,4.790615827
1172,0.504975247,4.960443529
1173,1.082589488,5.813432721
1174,0.80684571,4.758150901
1175,0.576194412,4.980762994
1176,0.744311763,4.431816783
1177,0.950789146,4.016466108
1178,1.081665383,4.344191524
1179,0.995489829,4.306971093
1180,0.768114575,4.385430424
1181,1.033440855,6.461037068
1182,1.00448992,5.796723212
1183,1.114450537,5.96724392
1184,0.705691151,5.076908508
1185,0.752994024,4.628606702
1186,0.80746517,4.067923303
1187,0.992975327,4.39886349
1188,0.746324326,3.615798667
1189,0.95760117,4.343731115
1190,0.976729236,4.302324953
1191,0.93059121,5.021553544
1192,0.71484264,4.766130506
1193,0.840238062,4.759306672
1194,0.966436754,4.722499338
1195,0.641872261,4.026909485
1196,0.594978991,5.150242713
1197,0.920869155,5.258802145
1198,1.046900186,5.82589049
1199,0.871206061,4.666476187
1200,1.012916581,5.839349279
1201,1.333791588,3.933700548
1202,1.241370211,3.747132237
1203,1.213672114,3.93433603
1204,1.190798052,3.586084215
1205,0.938616002,3.890886788
1206,0.949210198,3.74553067
1207,1.086278049,4.214380144
1208,1.00697567,4.065464303
1209,1.069579357,3.606660505
1210,0.854400375,3.728270376
1211,0.848528137,3.920459157
1212,1.186170308,4.359243054
1213,1.090871211,4.375957038
1214,1.402854233,4.959233812
1215,1.323253566,3.747932764
1216,1.045944549,3.687411016
1217,1.038749248,3.748599739
1218,1.335290231,3.172538416
1219,1.070980859,3.129856227
1220,1.122497216,2.977582912
1221,1.02859127,3.763376144
1222,0.931128348,3.458178711
1223,0.95289034,3.629049462
1224,0.92141196,3.712815643
1225,0.834865259,3.57687014
1226,0.619677335,3.630426972
1227,0.916515139,3.921096785
1228,0.837257428,4.182702476
1229,0.814861951,4.049320931
1230,0.814861951,3.95866139
1231,0.860232527,4.089254211
1232,0.728010989,3.697296309
1233,0.847348807,3.821125489
1234,0.796868873,4.01497198
1235,1.368941197,4.517410763
1236,0.786765531,5.111653353
1237,1.144989083,5.165268628
1238,1.1296017,4.666154734
1239,1.014396372,4.896529383
1240,1.107248843,4.499333284
1241,0.98386991,5.869156669
1242,1.222701926,5.219961686
1243,0.937549999,5.188641441
1244,0.933273808,5.00649578
1245,0.958123165,4.993295505
1246,1.005484958,4.338087136
1247,0.629285309,3.785630727
1248,0.872926114,3.861346915
1249,0.798749022,3.239444397
1250,0.986407624,3.551196981
1251,1.164903429,3.648972458
1252,0.483735465,4.309872388
1253,1.136661779,4.329087664
1254,1.130044247,4.516857315
1255,0,0
1256,0.798749022,4.28905584
1257,0.846758525,3.248384214
1258,0.610737259,4.264504661
1259,0.745654075,3.943855981
1260,0.768765244,4.299534859
1261,0.892188321,4.135093711
1262,0.558569602,3.642389326
1263,0.855569985,3.758989226
1264,0.688476579,3.713084971
1265,0.979285454,3.714969717
1266,0.789936706,3.330015015
1267,0.82825117,3.736709783
1268,0.756306816,3.519232871
1269,0.423083916,3.794074327
1270,0.698569968,3.653628334
1271,0.735527022,3.488266045
1272,0.875214259,3.437877252
1273,0.673052747,3.277041349
1274,0.662570751,3.186063402
1275,0.784219357,3.407491746
1276,1.218195387,3.465977496
1277,1.189537725,2.893786447
1278,1.049761878,3.407638478
1279,0.935948717,2.986302061
1280,0.860232527,3.1202564
1281,0.79246451,3.445721985
1282,0.569209979,3.052048492
1283,0.605805249,3.69553785
1284,1.001498877,3.186377253
1285,0.672309453,2.68533052
1286,0.474341649,3.684019544
1287,0.664830806,3.053850029
1288,0.754320887,3.483819743
1289,0.553172667,2.681790447
1290,0.513809303,2.96664794
1291,1.906043022,7.906073615
1292,1.46116392,6.414592738
1293,1.947562579,8.158676363
1294,1.915202339,7.948962196
1295,1.914418972,7.595130019
1296,1.846618531,7.043507649
1297,1.180677771,5.877499468
1298,1.755847374,6.693653711
1299,1.724528921,6.888904122
1300,1.707922715,7.270488292
1301,1.789413312,7.020398849
1302,1.703525756,6.989205963
1303,1.704406055,7.104364855
1304,1.703525756,7.269456651
1305,1.725688268,6.798602798
1306,1.440138882,9.162041257
1307,1.461848145,8.957566634
1308,1.340895223,8.888194417
1309,1.530359435,8.901292041
1310,1.480878118,9.225941686
1311,1.698234377,9.543479449
1312,1.674813422,9.030337757
1313,1.717556404,10.35731625
1314,1.733781993,8.551608036
1315,1.337908816,7.720297922
1316,1.718138528,7.473151945
1317,1.044988038,5.316013544
1318,1.61245155,6.676600932
1319,1.591540135,7.012346255
1320,1.245391505,5.602053195
1321,1.466628787,6.120130718
1322,1.469353599,6.209750398
1323,1.471054044,6.192172478
1324,1.379130161,5.784116181
1325,1.467310465,5.871711846
1326,1.440138882,5.885235764
1327,1.188696765,5.511261199
1328,1.46628783,6.878589972
1329,1.336038922,6.241313964
1330,1.487951612,6.693504314
1331,1.40605832,8.314685803
1332,1.366382084,8.029632619
1333,1.166190379,7.586698887
1334,1.406769349,7.956318244
1335,1.526761278,8.291622278
1336,1.526106156,6.431562796
1337,1.351295675,6.681841064
1338,1.46355731,6.56635363
1339,1.486606875,6.055823643
1340,1.555634919,6.505997233
1341,1.514925741,6.677873913
1342,1.540779024,6.714536469
1343,1.395349419,6.578145635
1344,1.642254548,6.72063985
1345,1.674216235,6.687301399
1346,1.449827576,5.336759316
1347,1.579873413,5.584621742
1348,1.570986951,5.604462508
1349,1.436314729,5.402499422
1350,1.517893277,5.589633262
1351,1.576388277,5.107249749
1352,1.581771159,5.876989025
1353,1.55980768,5.729834204
1354,1.720465053,5.772174634
1355,1.600624878,5.933211609
1356,1.111305539,8.408685985
1357,1.175159564,8.238082301
1358,1.426884719,7.991620612
1359,1.467991826,6.334903314
1360,1.481890684,8.094380767
1361,1.422322045,5.408974025
1362,1.476143624,5.349205548
1363,1.447411483,5.65128304
1364,1.366382084,5.651371515
1365,1.3978555,5.56596802
1366,1.291123542,5.610436703
1367,1.220655562,6.26011182
1368,1.192476415,5.523585792
1369,1.325518766,6.454378359
1370,1.354621718,6.276145314
1371,1.481890684,6.115472181
1372,1.094531863,5.333104162
1373,1.53785565,6.146381049
1374,1.427235089,6.029179049
1375,1.364184738,5.513710185
1376,1.534926708,5.362182392
1377,1.418802312,5.175422688
1378,1.570986951,5.157518783
1379,1.41562707,5.367681064
1380,1.639817063,5.274561593
1381,1.36821051,6.696342285
1382,1.301921657,6.900362309
1383,1.347961424,6.878153822
1384,1.305756486,6.96491206
1385,1.37113092,5.43948527
1386,1.111755369,6.685506712
1387,1.191217864,6.719300559
1388,0.991463565,6.554082697
1389,1.438401891,7.69070868
1390,1.20913192,7.389181281
1391,1.414920492,6.818357573
1392,1.413152504,7.846973939
1393,1.497664849,8.371857619
1394,1.433178286,8.655980591
1395,1.491643389,8.516865621
1396,1.508641773,7.564919035
1397,1.18448301,6.782551142
1398,1.106797181,6.823855215
1399,1.447756886,8.439253521
1400,1.382750881,6.786309748
1401,1.451895313,6.100163932
1402,1.587450787,6.18902254
1403,1.471733672,5.848076607
1404,1.553383404,5.705611273
1405,1.494322589,5.739512174
1406,1.668831927,5.70876519
1407,1.64195006,5.639769499
1408,1.728872465,5.8225424
1409,1.5795569,5.004897601
1410,1.578606981,5.466077204
1411,1.25499004,5.114782498
1412,1.237335848,5.170493207
1413,1.220655562,5.302263668
1414,1.346848173,5.529737788
1415,1.400357097,5.780051903
1416,1.425482374,6.068525356
1417,1.351295675,6.105653118
1418,1.32476413,6.029593684
1419,1.31833228,5.553017198
1420,1.308434179,5.769402049
1421,1.529051994,4.965078046
1422,1.431083506,5.315072906
1423,1.380941708,6.568789843
1424,1.393915349,5.872563324
1425,1.356465997,5.989073384
1426,1.294604187,5.872307894
1427,1.398928161,5.988572451
1428,1.323631369,5.652079263
1429,1.418802312,6.236665776
1430,1.316434579,5.78230058
1431,1.447411483,6.244757802
1432,1.450172404,6.67757441
1433,1.42933551,6.014066844
1434,1.368941197,6.049049512
1435,1.405702671,6.254438424
1436,1.353883304,7.140728254
1437,1.203328717,6.501076834
1438,1.051665346,5.722324702
1439,1.37658999,7.181295148
1440,1.381665661,6.955141983
1441,1.558845727,5.744910791
1442,1.366747965,5.383307533
1443,1.567801008,6.493843238
1444,1.422322045,5.440036765
1445,1.632482772,6.406246951
1446,1.284133949,5.982975848
1447,1.236122971,5.70876519
1448,1.243382483,5.67177221
1449,1.295376393,5.533895554
1450,1.365283853,5.702630972
1451,1.436314729,7.542214529
1452,1.467651185,5.827091899
1453,1.473770674,7.026165384
1454,1.411027994,7.493463819
1455,1.611831257,7.600131578
1456,1.363451503,6.056566684
1457,1.268857754,4.865799009
1458,1.330037593,5.504089389
1459,1.419859148,6.222620027
1460,1.232071427,4.605865825
1461,1.457737974,6.277180896
1462,1.366382084,5.388320703
1463,1.409609875,5.77087515
1464,1.418449858,5.976704778
1465,1.52577849,5.534708664
1466,1.20124935,7.929123533
1467,1.2292274,8.795282827
1468,1.146734494,8.28583128
1469,0.951840323,7.957260835
1470,1.185326959,8.604591797
1471,1.334915728,6.260431295
1472,1.321741276,7.124184164
1473,1.409255122,5.660477012
1474,1.45223965,7.194025299
1475,1.294604187,6.607117374
1476,1.28996124,3.821910517
1477,0.924121204,3.999499969
1478,1.09270307,3.554715178
1479,1.253794241,4.023928429
1480,1.28724512,4.947221442
1481,1.573213272,7.765114294
1482,1.617096163,8.023465585
1483,1.553061493,7.997687166
1484,1.57130519,8.02383948
1485,1.486606875,7.714726178
1486,1.237335848,5.170203091
1487,1.300769003,5.338070813
1488,1.118033989,5.674680608
1489,1.085817664,5.272855014
1490,0.921954446,5.121035052
1491,1.441873781,6.875172725
1492,1.427935573,5.848589574
1493,1.407124728,6.609992436
1494,1.352774926,6.322024992
1495,1.411382301,6.565744436
1496,1.349073756,5.810335619
1497,1.387083271,5.927731438
1498,1.466969666,5.649424749
1499,1.352405265,5.600892786
1500,1.236931688,4.959435452
1501,1.202497401,5.819621981
1502,1.252597302,6.002915958
1503,1.286079313,5.831466368
1504,1.132254388,5.847136051
1505,1.185326959,6.059372905
1506,2.000499938,9.657069949
1507,1.805547009,9.14319419
1508,1.851755923,8.768808357
1509,1.713767779,9.616444249
1510,2.010472581,9.736631861
1511,1.46867287,7.227931931
1512,1.453960109,7.370006784
1513,1.401427843,7.645652359
1514,1.610900369,7.558372841
1515,1.458766602,7.604472368
1516,1.566843962,7.877245712
1517,1.559487095,7.692463845
1518,1.569394788,7.707074672
1519,1.598749511,7.976402698
1520,1.482902559,7.796473562
1521,1.711432149,8.4193824
1522,1.731184566,8.4721898
1523,1.772286659,8.451331256
1524,1.662227421,8.215594927
1525,1.682557577,8.557978733
1526,1.794157184,8.507819932
1527,1.794993036,8.561717117
1528,1.673021219,7.723923873
1529,1.57765649,8.435223767
1530,1.703525756,8.004248872
1531,1.632176461,7.060807319
1532,1.358307771,7.358328615
1533,1.499333185,7.206802342
1534,1.434224529,7.289855966
1535,1.618641406,6.964337729
1536,1.696172161,8.008870083
1537,1.337908816,7.37733014
1538,1.540454478,7.863841301
1539,1.649545392,7.725542052
1540,1.7,7.93687596
1541,1.630950643,8.669256023
1542,1.791926338,8.810107831
1543,1.828387268,8.839230736
1544,1.581771159,8.857595611
1545,1.758976975,8.381586962
1546,1.537530488,9.120964861
1547,1.63431943,8.492055111
1548,1.610900369,8.746256342
1549,1.590597372,9.020587564
1550,1.595932329,8.79397521
1551,1.691744662,8.154691901
1552,1.541427909,8.38635797
1553,1.581455026,7.832560246
1554,1.537530488,7.904112853
1555,1.64408029,8.150030675
1556,1.545962483,8.400773774
1557,1.732339459,8.35422049
1558,1.726557268,8.333606662
1559,1.502997006,8.462860037
1560,1.599687469,8.516219819
1561,1.820714146,6.486524493
1562,1.835755975,6.430785333
1563,1.919895831,6.645900992
1564,1.793042108,6.450426342
1565,1.651363073,6.701119309
1566,1.350925609,7.45741242
1567,1.589024858,7.527283707
1568,1.92145778,7.360095108
1569,1.590282994,7.65702292
1570,1.579873413,7.574694713
1571,1.497664849,7.041093665
1572,1.481890684,7.056557234
1573,1.640731544,7.027588491
1574,1.342758355,7.206871721
1575,1.378042089,7.063851641
1576,1.803052966,7.211102551
1577,1.440833092,7.017691928
1578,1.495994652,7.287386363
1579,1.587765726,7.674633542
1580,1.475804865,7.017193171
1581,1.624499923,5.585069382
1582,1.627267649,5.618540736
1583,1.56971335,5.671684053
1584,1.554991961,5.536063583
1585,1.605926524,5.80284413
1586,1.707337108,8.494880811
1587,1.702351315,8.123299822
1588,1.654388104,8.412371842
1589,1.827019431,7.992809268
1590,1.72800463,8.519624405
1591,1.297304899,7.766015709
1592,1.607482504,7.756481161
1593,1.514595656,7.685310664
1594,1.539480432,7.550099337
1595,1.42933551,7.389654931
1596,1.376226726,6.72287141
1597,1.405702671,7.166519378
1598,1.430734077,6.897245827
1599,1.533949152,7.163797875
1600,1.631257184,7.031002773
1601,1.652876281,9.05185064
1602,1.532970972,8.927597661
1603,1.661926593,8.940973101
1604,1.584297952,9.090324527
1605,1.90446843,8.970172797
1606,1.548870556,9.006109038
1607,1.542400726,8.869329174
1608,1.553061493,8.709477596
1609,1.494991639,8.955612765
1610,1.589024858,8.413738765
1611,1.53622915,8.391126265
1612,1.445337331,8.399523796
1613,1.4862705,8.196889654
1614,1.467310465,8.084862398
1615,1.58965405,8.527895403
1616,1.678094157,7.43834659
1617,1.606549097,7.332598448
1618,1.679880948,7.194233802
1619,1.439791652,7.105842666
1620,1.676305461,7.210547829
1621,1.275539102,6.781961368
1622,1.588710169,7.693633732
1623,1.725398505,7.856589591
1624,1.550483795,7.653038612
1625,1.707629936,7.696492708
1626,1.770028248,8.354340189
1627,1.588710169,7.542678569
1628,1.615858905,7.708955831
1629,1.368941197,7.848694159
1630,1.56588633,7.766530757
1631,1.648332491,5.919797294
1632,1.706458321,6.187244944
1633,1.616477652,6.349724403
1634,1.526106156,6.054254702
1635,1.589968553,5.884725992
1636,1.756132113,6.934046438
1637,1.42583309,6.626990267
1638,1.550483795,7.971072701
1639,1.753852901,7.597828637
1640,1.496662955,6.293727036
1641,1.614001239,7.731688043
1642,1.337535046,8.554297166
1643,1.456708619,9.470533248
1644,1.282965315,8.471835692
1645,1.593737745,8.389815254
1646,1.606549097,8.409221129
1647,1.671526249,8.400595217
1648,1.748141871,7.914543575
1649,1.301153335,6.792054181
1650,1.705872211,8.154814529
1651,1.587135785,5.340505594
1652,1.583666632,5.499272679
1653,1.570986951,5.647388777
1654,1.52282632,5.724421368
1655,1.674813422,5.70972854
1656,1.234503949,7.418018603
1657,1.532970972,7.928366793
1658,1.628189178,8.059466484
1659,1.481553239,7.835113273
1660,1.410319113,8.188345376
1661,1.594678651,7.008066781
1662,1.298845641,7.097746121
1663,1.388164255,7.069016905
1664,1.533623161,7.252585746
1665,1.344247001,7.000214282
1666,1.478850905,6.777315103
1667,1.383473888,6.646653293
1668,1.394632568,6.390461642
1669,1.594992163,6.814323151
1670,1.408545349,6.738249031
1671,1.658613879,7.17237757
1672,1.438749457,7.199305522
1673,1.356097342,7.092813264
1674,1.540779024,6.742032335
1675,1.47817455,6.658678548
1676,1.498666074,5.331791444
1677,1.577022511,5.31714209
1678,1.509966887,5.485161803
1679,1.57765649,5.428627819
1680,1.624499923,5.45380601
1681,1.646207763,7.971198153
1682,1.327026752,8.246393151
1683,1.551128621,7.572251977
1684,1.64195006,7.564786844
1685,1.557883179,8.268071117
1686,1.435270009,8.133387978
1687,1.613381542,8.048291744
1688,1.49231364,8.261961026
1689,1.699117418,7.904365882
1690,1.436314729,7.793009688
1691,1.833575742,8.309693135
1692,1.555956298,8.140085995
1693,1.693221781,8.198292505
1694,1.502997006,7.491662032
1695,1.543696861,8.356015797
1696,1.542400726,4.922905646
1697,1.347590442,4.890398757
1698,1.404279175,5.038849075
1699,1.482565344,4.698829642
1700,1.529051994,4.772106453
1701,1.406413879,5.297829744
1702,1.52577849,5.22082369
1703,1.488287607,5.165462225
1704,1.46867287,5.423190943
1705,1.456365339,5.315261047
1706,1.37658999,5.171363457
1707,1.469013274,5.034183151
1708,1.420915198,4.876781726
1709,1.448102206,4.96165295
1710,1.413859965,5.005097402
1711,1.446029045,8.056798372
1712,1.517563837,7.820166239
1713,1.461848145,7.898607472
1714,1.498666074,8.419323013
1715,1.531339283,8.778040784
1716,1.542724862,7.687522358
1717,1.453960109,7.537572554
1718,1.42267354,7.662245102
1719,1.4,7.577466595
1720,1.526433752,7.64342855
1721,1.566205606,7.779588678
1722,1.483576759,8.22088803
1723,1.608104474,7.860343504
1724,1.631563667,7.99574887
1725,1.653783541,8.129637138
1726,1.592482339,7.944809626
1727,1.68136849,9.201249915
1728,1.56172981,7.852770212
1729,1.576388277,9.203586258
1730,1.714059509,9.410738547
1731,1.527416119,7.904492394
1732,1.431432849,7.829878671
1733,1.412090649,7.234569787
1734,1.653783541,8.016295903
1735,1.385640646,7.724118073
1736,1.522169504,5.719615372
1737,1.42407865,5.479689772
1738,1.596245595,5.139941634
1739,1.398213145,5.484250177
1740,1.419506957,5.448577796
1741,1.538505769,8.506938345
1742,1.95192213,9.77123329
1743,1.82428068,9.222743626
1744,1.897893569,9.452988945
1745,1.728583235,9.271245871
1746,1.572895419,6.92690407
1747,1.60530371,5.936076145
1748,1.517234326,5.517426937
1749,1.695582496,7.085336972
1750,1.859569843,7.256583218
1751,1.23004065,7.550298007
1752,1.42933551,8.390172823
1753,1.421618796,8.279492738
1754,1.428635713,8.119174835
1755,1.609968944,8.46173741
1756,1.52577849,7.241546796
1757,1.450861813,7.155697031
1758,1.442567156,7.470676007
1759,1.570350279,7.638455341
1760,1.482565344,7.244308111
1761,1.596558799,7.903796556
1762,1.462190138,7.260371891
1763,1.498332406,7.734856172
1764,1.282185634,8.04332021
1765,1.49966663,7.866574858
1766,1.700588134,6.48906773
1767,1.504991694,5.714980315
1768,1.62788206,5.753433757
1769,1.278280095,5.142178527
1770,1.621727474,5.052820994
1771,1.397497764,7.523363609
1772,1.497998665,7.470341358
1773,1.465264481,7.336824926
1774,1.518881167,6.72941305
1775,1.647118696,8.079789601
1776,1.670628624,7.548774735
1777,1.678392088,7.633282387
1778,1.695287586,8.090920838
1779,1.68849045,7.738539914
1780,1.734358671,8.169822519
1781,1.490637448,6.482977711
1782,1.608415369,6.61180762
1783,1.401071019,6.595301358
1784,1.355359731,6.563078546
1785,1.395349419,6.610068078
1786,1.212847888,7.635378183
1787,1.295376393,6.822682757
1788,1.535903643,6.891226306
1789,1.238547536,7.274682124
1790,1.347961424,7.077075667
1791,1.516245363,7.743836259
1792,1.512283042,8.059094242
1793,1.687009188,7.91568064
1794,1.517563837,7.926096139
1795,1.426534262,8.08275943
1796,1.680773631,5.633205127
1797,1.812732744,6.044501634
1798,1.607793519,5.831637849
1799,1.481215717,5.87511702
1800,1.659819267,5.209894433
1801,1.529378959,7.796345298
1802,1.554027027,7.830006386
1803,1.398570699,7.58340293
1804,1.58113883,7.357649081
1805,1.663430191,7.439690854
1806,1.812181006,7.881306998
1807,1.47478812,7.667333304
1808,1.654388104,7.033917827
1809,1.492648653,7.942795478
1810,1.433875866,7.835177088
1811,1.634625339,7.27619406
1812,1.625115381,7.614525593
1813,1.475804865,7.420916385
1814,1.479864859,6.951546591
1815,1.6486358,7.368514097
1816,1.277888884,7.622073209
1817,1.297690256,7.77913877
1818,1.317952958,7.600065789
1819,1.327780102,7.276537638
1820,1.161895004,7.594405836
1821,1.271219887,7.843914839
1822,1.637375949,7.997374569
1823,1.597498044,7.370278149
1824,1.649848478,8.435816499
1825,1.958060265,8.329465769
1826,1.348703081,6.269369984
1827,1.413506279,5.90999154
1828,1.480202689,6.104096985
1829,1.329285522,6.627593832
1830,1.29305839,6.153698075
1831,1.642558979,7.270213202
1832,1.313011805,6.596893208
1833,1.653783541,7.12130606
1834,1.492648653,7.225302762
1835,1.392479802,7.314642848
1836,1.364184738,6.871535491
1837,1.322875656,5.809044672
1838,1.404279175,6.819457456
1839,1.431432849,7.205553414
1840,1.27514705,7.121867733
1841,1.497664849,7.041093665
1842,1.481890684,7.056557234
1843,1.640731544,7.027588491
1844,1.342758355,7.206871721
1845,1.378042089,7.063851641
1846,1.371860051,5.77321401
1847,1.662828915,5.908891605
1848,1.437706507,5.82125416
1849,1.566843962,5.863787172
1850,1.558845727,5.706750389
1851,1.168332145,7.096689369
1852,1.531012737,7.216439565
1853,1.478850905,7.290267485
1854,1.479188967,7.553806987
1855,1.360514609,7.3518025
1856,1.264515718,6.106390096
1857,1.301921657,5.963639828
1858,1.307287268,6.042681524
1859,1.371860051,5.788782255
1860,1.382027496,5.889567047
1861,1.56332978,5.491447897
1862,1.616786937,5.513982227
1863,1.50797878,5.789473206
1864,1.471054044,5.644111976
1865,1.600624878,6.069925864
1866,1.417744688,7.443722187
1867,1.425482374,6.711482698
1868,1.323631369,7.292393297
1869,1.380217374,7.310471941
1870,1.426534262,7.059532562
1871,1.62265215,7.019330452
1872,1.413859965,6.807789656
1873,1.545639026,7.2547226
1874,1.401071019,6.111219191
1875,1.434224529,6.74707344
1876,1.312630946,5.261558704
1877,1.683448841,5.603927194
1878,1.301153335,5.459578738
1879,1.595932329,5.242327727
1880,1.588080602,5.494997725
1881,1.382389236,5.141011574
1882,1.370036496,5.437462644
1883,1.5,5.372522685
1884,1.28724512,5.139747075
1885,1.531339283,5.149757276
1886,1.334915728,7.215261603
1887,1.444991349,7.97659075
1888,1.538180744,8.480742892
1889,1.530686121,7.90272105
1890,1.398928161,8.243057685
1891,1.494991639,7.830261809
1892,1.528724959,7.219487516
1893,1.457051818,7.408643601
1894,1.530359435,7.209091482
1895,1.368575902,7.514918496
1896,1.635542723,6.850182479
1897,1.330037593,6.945070194
1898,1.38491877,6.682215202
1899,1.36381817,6.909052033
1900,1.420915198,6.464286504
1901,1.5,7.440833287
1902,1.6,7.982731362
1903,1.493318452,8.562885028
1904,1.504991694,8.295721789
1905,1.465605677,8.638286867
1906,1.230853363,7.552747844
1907,1.50465943,7.054218596
1908,1.447756886,7.40364775
1909,1.456365339,7.481443711
1910,1.576388277,7.444595355
1911,1.344618905,7.867337542
1912,1.329661611,7.959271323
1913,1.351665639,7.460697018
1914,1.234503949,7.521901355
1915,1.46355731,7.707074672
1916,1.473770674,6.624877357
1917,1.308434179,6.167252224
1918,1.473431369,6.854049898
1919,1.495326051,7.053297101
1920,1.147170432,6.011073116
1921,1.675410397,6.51904901
1922,1.523482852,6.209428315
1923,1.552739515,6.566810489
1924,1.456021978,6.40351466
1925,1.454303957,7.132811507
1926,1.280234354,5.720751699
1927,1.388164255,5.954326158
1928,1.341268057,5.786881716
1929,1.366016105,5.594819032
1930,1.298075499,5.680228869
